Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Liz;ALL-DAY;B-L;B-L;B-L;B-L;Y;706;765;ASL_2008_01_1111
Tyler;ALL-DAY;B-L;B-L;5;B-L;Y;1312;1345;ASL_2008_05_12a9
Naomi;ALL-DAY;crvd-B;B-L;B-L;B-L;Y;1950;1988;ASL_2008_08_048
Brady;ALL-DAY;B;B;5;B;Y;8057;8085;ASL_2011_06_08_Brady10
Liz;RUN-OUT;5;B-L;S;B-L;N;950;980;ASL_2008_01_1111
Tyler;RUN-OUT;5;B-L;S;B-L;N;1612;1640;ASL_2008_05_12a9
Naomi;RUN-OUT;5;B-L;S;B-L;N;2210;2241;ASL_2008_08_048
Brady;RUN-OUT;5;B-L;S;B-L;N;8299;8319;ASL_2011_06_08_Brady10
Lana;RUN-OUT;5;B-L;S;B-L;N;1080;1093;ASL_2006_10_1024
Liz;ALL-RIGHT;B-L;B-L;B-L;B-L;N;1440;1475;ASL_2008_01_1111
Tyler;ALL-RIGHT;B-L;B-L;B-L;B-L;N;2300;2335;ASL_2008_05_12a9
Naomi;ALL-RIGHT;crvd-B;crvd-B;crvd-B;crvd-B;N;2680;2722;ASL_2008_08_048
Brady;ALL-RIGHT;B-L;B-L;B-L;B-L;N;8767;8789;ASL_2011_06_08_Brady10
Lana;ALL-RIGHT;B-L;B-L;B-L;B-L;N;2365;2396;ASL_2006_10_102
Dana;ALL-RIGHT;B-L;B-L;B-L;B-L;N;2750;2781;ASL_2007_05_245
Liz;ALLIGATOR;crvd-5;crvd-5;crvd-5;crvd-5;N;476;515;ASL_2008_01_1112
Tyler;ALLIGATOR;crvd-5;crvd-5;crvd-5;crvd-5;N;2821;2890;ASL_2008_05_12a9
Naomi;ALLIGATOR;crvd-5;crvd-5;crvd-5;crvd-5;N;3180;3217;ASL_2008_08_048
Brady;ALLIGATOR;crvd-5;crvd-5;crvd-5;crvd-5;N;9239;9269;ASL_2011_06_08_Brady10
Liz;ALLOW;B-L;B-L;B-L;B-L;N;665;685;ASL_2008_01_1112
Liz;ALLOW;B-L;B-L;B-L;B-L;N;1405;1430;ASL_2008_02_0147
Tyler;ALLOW;B-L;B-L;B-L;B-L;N;630;646;ASL_2008_05_12a10
Tyler;ALLOW;B-L;B-L;B-L;B-L;N;2542;2567;ASL_2008_05_29b19
Naomi;ALLOW;B-L;B-L;B-L;B-L;N;363;377;ASL_2008_08_049
Naomi;ALLOW;bent-B-L;bent-B-L;B-L;B-L;N;2517;2535;ASL_2008_08_13_session22
Brady;ALLOW;B-L;B-L;B-L;B-L;N;10020;10040;ASL_2011_06_08_Brady10
Brady;ALLOW;B-L;B-L;B-L;B-L;N;3924;3938;ASL_2011_06_14_Brady48
Liz;PERMIT;P/K;P/K;P/K;P/K;N;752;785;ASL_2008_02_1536
Liz;PERMIT;P/K;P/K;P/K;P/K;N;855;897;ASL_2008_02_1549
Brady;PERMIT;P/K;P/K;P/K;P/K;N;2981;2992;ASL_2011_07_19_Brady30
Brady;PERMIT;P/K;P/K;P/K;P/K;N;1407;1416;ASL_2011_07_19_Brady43
Lana;PERMIT;P/K;P/K;P/K;P/K;N;2752;2759;ASL_2006_10_1020
Dana;PERMIT;P/K;P/K;P/K;P/K;N;2791;2806;ASL_2007_05_2422
Liz;A-LOT;5;5;5;5;N;1060;1091;ASL_2008_01_1112
Liz;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;2125;2150;ASL_2008_02_0125
Tyler;A-LOT;5;5;5;5;N;1350;1371;ASL_2008_05_12a10
Tyler;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;1680;1711;ASL_2008_05_29a15
Naomi;A-LOT;5;5;crvd-5;crvd-5;N;815;838;ASL_2008_08_049
Naomi;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;4503;4527;ASL_2008_08_1321
Brady;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;1212;1237;ASL_2011_06_08_Brady11
Brady;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;3394;3420;ASL_2011_06_14_Brady14
Brady;A-LOT;crvd-5;crvd-5;crvd-5;crvd-5;N;5364;5384;ASL_2011_06_14_Brady37
Liz;ns-AMERICA;5;5;5;5;N;770;830;ASL_2008_01_1113
Tyler;ns-AMERICA;5;5;5;5;N;2655;2705;ASL_2008_05_12a10
Naomi;ns-AMERICA;5;5;5;5;N;2350;2402;ASL_2008_08_049
Brady;ns-AMERICA;5;5;5;5;N;4236;4264;ASL_2011_06_08_Brady11
Liz;AMONG;1;5;1;5;N;1395;1460;ASL_2008_01_1113
Brady;AMONG;1;5;1;5;N;7576;7605;ASL_2011_06_08_Brady11
Liz;ns-nat-AMSTERDAM;1;1;1;1;N;325;371;ASL_2008_01_1114
Naomi;ns-nat-AMSTERDAM;1;1;1;1;N;420;450;ASL_2008_08_0410
Brady;ns-nat-AMSTERDAM;1;1;1;1;N;8297;8331;ASL_2011_06_08_Brady11
Liz;ANALYZE;V/2;V/2;crvd-V;crvd-V;N;560;595;ASL_2008_01_1114
Tyler;ANALYZE;V/2;V/2;crvd-V;crvd-V;N;987;1032;ASL_2008_05_12a11
Naomi;ANALYZE;V/2;V/2;crvd-V;crvd-V;N;831;876;ASL_2008_08_0410
Brady;ANALYZE;V/2;V/2;crvd-V;crvd-V;N;9597;9631;ASL_2011_06_08_Brady11
Liz;GENERATION;B-L;B-L;B-L;B-L;N;750;830;ASL_2008_02_013
Liz;GENERATION;B-L;B-L;B-L;B-L;N;835;921;ASL_2008_02_0141
Naomi;GENERATION;B-L;B-L;B-L;B-L;N;1423;1470;ASL_2008_08_133
Naomi;GENERATION;B-L;B-L;B-L;B-L;N;1527;1576;ASL_2008_08_1334
Brady;GENERATION;bent-B;bent-B;bent-B;bent-B;N;154;201;ASL_2011_06_14_Brady25
Brady;GENERATION;B-L;B-L;B-L;B-L;N;6965;7008;ASL_2011_06_14_Brady44
Liz;GENERATIONS-AGO;B-L;B-L;B-L;B-L;N;765;825;ASL_2008_01_1114
Naomi;GENERATIONS-AGO;B-L;B-L;B-L;B-L;N;1463;1498;ASL_2008_08_0410
Brady;GENERATIONS-AGO;B-L;B-L;bent-B-L;bent-B-L;N;9127;9164;ASL_2011_06_08_Brady11
Liz;HEREDITY;U/H;U/H;U/H;U/H;N;2785;2851;ASL_2010_08_10_Liz_additional_lexicon_signs29
Brady;HEREDITY;U/H;U/H;U/H;U/H;N;6357;6392;ASL_2011_06_14_Brady33
Liz;PASS-DOWN;flat-O;flat-O;flat-O;flat-O;N;1390;1440;ASL_2010_08_10_Liz_additional_lexicon_signs20
Brady;PASS-DOWN;flat-O;flat-O;flat-O;flat-O;N;3427;3466;ASL_2011_06_14_Brady40
Liz;AND;crvd-sprd-B;;flat-O;;N;970;1005;ASL_2008_01_1114
Tyler;AND;crvd-sprd-B;;flat-O;;N;1520;1535;ASL_2008_05_12a11
Naomi;AND;crvd-sprd-B;;flat-O;;N;1817;1837;ASL_2008_08_0410
Brady;AND;tight-C;;flat-O;;N;10803;10824;ASL_2011_06_08_Brady11
Lana;AND;crvd-sprd-B;;flat-O;;N;265;300;ASL_2006_01_2022
Liz;OTHER;10;;10;;N;640;666;ASL_2008_01_1115
Tyler;OTHER;10;;10;;N;2415;2432;ASL_2008_05_12a11
Naomi;OTHER;A;;10;;N;2827;2850;ASL_2008_08_0410
Brady;OTHER;10;;10;;N;1457;1473;ASL_2011_06_08_Brady12
Liz;ANSWER;1;1;1;1;N;855;879;ASL_2008_01_1115
Liz;ANSWER;1;1;1;1;N;640;679;ASL_2008_02_2911
Tyler;ANSWER;1;1;1;1;N;2645;2658;ASL_2008_05_12a11
Naomi;ANSWER;1;1;1;1;N;3042;3060;ASL_2008_08_0410
Brady;ANSWER;1;1;1;1;N;1710;1722;ASL_2011_06_08_Brady12
Brady;ANSWER;1;1;1;1;N;18895;18911;ASL_2011_06_08_Brady13
Brady;ANSWER;1;1;1;1;N;19163;19185;ASL_2011_06_08_Brady13
Brady;ANSWER;1;1;1;1;N;128;146;ASL_2011_07_19_Brady56
Brady;ANSWER;1;1;1;1;N;436;450;ASL_2011_07_19_Brady56
Lana;ANSWER;1;1;1;1;N;2630;2647;ASL_2006_10_102
Dana;ANSWER;1;1;1;1;N;3062;3086;ASL_2007_05_245
Liz;ORDER;1;;1;;N;3085;3125;ASL_2008_02_1527
Brady;ORDER;1;;1;;N;2212;2244;ASL_2011_07_19_Brady22
Liz;REPORT;R;R;R;R;N;834;876;ASL_2008_02_2911
Liz;ANY;A;;A;;N;1085;1106;ASL_2008_01_1115
Tyler;ANY;10;;A;;N;2831;2855;ASL_2008_05_12a11
Naomi;ANY;A;;A;;N;3240;3258;ASL_2008_08_0410
Brady;ANY;10;;10;;N;2405;2435;ASL_2011_06_08_Brady12
Lana;ANY;A;;A;;N;2507;2522;ASL_2006_10_102
Dana;ANY;10;;10;;N;2910;2939;ASL_2007_05_245
Liz;DEAF-APPLAUSE;5;5;5;5;N;820;851;ASL_2008_01_1116
Tyler;DEAF-APPLAUSE;5;5;5;5;N;2140;2167;ASL_2008_05_12a12
Naomi;DEAF-APPLAUSE;5;5;5;5;N;1320;1342;ASL_2008_08_0412
Brady;DEAF-APPLAUSE;5;5;5;5;N;6122;6153;ASL_2011_06_08_Brady12
Liz;APPLE;X;;X;;N;826;865;ASL_2008_01_1118
Tyler;APPLE;X;;X;;N;2340;2360;ASL_2008_05_12a12
Naomi;APPLE;X;;X;;N;1525;1546;ASL_2008_08_0412
Brady;APPLE;X;;X;;N;6398;6409;ASL_2011_06_08_Brady12
Dana;APPLE;X;;X;;N;3231;3275;ASL_2007_05_245
Lana;APPLE;S;;S;;N;2754;2775;ASL_2006_10_102
Liz;APPLY;V/2;1;V/2;1;N;1225;1255;ASL_2008_01_1118
Liz;APPLY;V/2;1;V/2;1;N;1865;1905;ASL_2008_01_1118
Naomi;APPLY;V/2;1;V/2;1;N;1777;1803;ASL_2008_08_0412
Naomi;APPLY;V/2;1;V/2;1;N;2302;2335;ASL_2008_08_0412
Brady;APPLY;V/2;1;V/2;1;N;6628;6637;ASL_2011_06_08_Brady12
Brady;APPLY;V/2;1;V/2;1;N;1538;1556;ASL_2011_07_22_Brady37
Liz;APPOINT;S;;S;;N;625;665;ASL_2008_01_1119
Tyler;APPOINT;S;;S;;N;5082;5115;ASL_2008_05_12a12
Naomi;APPOINT;S;;S;;N;2715;2735;ASL_2008_08_0412
Brady;APPOINT;S;;S;;N;7112;7132;ASL_2011_06_08_Brady12
Liz;APPOINTMENT;5;5;A;A;N;1306;1345;ASL_2008_01_1119
Tyler;APPOINTMENT;5;crvd-flat-B;S;S;N;685;732;ASL_2008_05_12a13
Tyler;APPOINTMENT;5;crvd-5;S;S;N;1000;1027;ASL_2008_05_12a13
Naomi;APPOINTMENT;5;crvd-5;S;S;N;823;850;ASL_2008_08_0413
Naomi;APPOINTMENT;crvd-5;crvd-5;S;S;N;1418;1442;ASL_2008_08_0413
Brady;APPOINTMENT;5;5;A;A;N;1735;1766;ASL_2011_07_22_Brady37
Lana;APPOINTMENT;5;crvd-5;S;S;N;2878;2906;ASL_2006_10_102
Dana;APPOINTMENT;5;5;S;S;N;3362;3437;ASL_2007_05_245
Liz;APPOINTMENT;A;A;A;A;N;1090;1131;ASL_2008_01_1119
Liz;APPOINTMENT;crvd-sprd-B;S;S;S;N;866;930;ASL_2008_02_2912
Brady;APPOINTMENT;crvd-5;S;A;S;N;8701;8731;ASL_2011_06_08_Brady12
Tyler;LATCH;5;S;S;S;N;4022;4051;ASL_2008_06_103
Brady;LATCH;5;S;S;S;N;4552;4579;ASL_2011_06_14_Brady50
Liz;LOCK;S;S;S;S;N;307;347;ASL_2008_02_0152
Naomi;LOCK;S;S;S;S;N;1522;1545;ASL_2008_08_0428
Brady;LOCK;S;S;S;S;N;5429;5459;ASL_2011_06_14_Brady50
Naomi;LOCK;crvd-5;crvd-5;S;S;N;3746;3768;ASL_2008_08_13_session26
Liz;REGULAR;1;1;1;1;N;3331;3400;ASL_2008_02_298
Tyler;REGULAR;1;1;1;1;N;1920;1962;ASL_2008_05_12a13
Naomi;REGULAR;bent-1;1;bent-1;1;N;2201;2246;ASL_2008_08_0413
Brady;REGULAR;1;1;1;1;N;9999;10033;ASL_2011_06_08_Brady12
Brady;REGULAR;1;1;1;1;N;2355;2383;ASL_2011_07_19_Brady53
Lana;REGULAR;1;1;1;1;N;562;619;ASL_2006_10_1020
Dana;REGULAR;1;1;1;1;N;426;491;ASL_2007_05_2422
Tyler;APPROVE;S;B-L;P/K;B-L;N;2152;2185;ASL_2008_05_12a13
Naomi;APPROVE;S;crvd-B;P/K;crvd-B;N;2566;2592;ASL_2008_08_0413
Liz;STAMP-SEAL;10;B-L;10;B-L;N;45;80;ASL_2008_02_2925
Brady;STAMP-SEAL;10;B-L;10;B-L;N;1179;1197;ASL_2011_07_19_Brady75
Liz;APPROVE/VETO;S;crvd-B;S;crvd-B;N;595;636;ASL_2008_01_1120
Brady;BACKSTAB;S;B-L;S;B-L;N;10278;10300;ASL_2011_06_08_Brady12
Naomi;SHOOT-ARROW;A;S;B-L;S;N;3895;3940;ASL_2008_08_0413
Liz;SHOOT-ARROW;A;S;U/H;S;N;1590;1635;ASL_2008_01_1120
Brady;(cocked-8)SHOOT-ARROW;cocked-8;cocked-8;4;4;N;11186;11210;ASL_2011_06_08_Brady12
Tyler;(Horns)SHOOT-ARROW;Horns;S;4;S;N;3036;3067;ASL_2008_05_12a13
Liz;GUITAR;loose-E;loose-E;loose-E;loose-E;N;246;290;ASL_2008_01_1121
Liz;GUITAR;A;10;A;10;N;2030;2095;ASL_2008_02_0113
Liz;GUITAR;crvd-5;5-C-L;crvd-5;5-C-L;N;2440;2521;ASL_2008_02_0113
Tyler;GUITAR;5-C-L;A;5-C-L;A;N;526;565;ASL_2008_05_12a14
Tyler;GUITAR;crvd-5;10;crvd-5;10;N;1980;2030;ASL_2008_05_29a43
Tyler;GUITAR;crvd-sprd-B;10;crvd-sprd-B;10;N;2206;2246;ASL_2008_05_29a43
Naomi;GUITAR;F/9;E;F/9;E;N;603;650;ASL_2008_08_0414
Naomi;GUITAR;flat-O;full-M;flat-O;full-M;N;2307;2380;ASL_2008_08_1311
Naomi;GUITAR;5;10;5;10;N;2622;2695;ASL_2008_08_1311
Brady;GUITAR;crvd-5;10;crvd-5;10;N;11733;11772;ASL_2011_06_08_Brady12
Brady;GUITAR;crvd-5;5-C-L;crvd-5;5-C-L;N;251;286;ASL_2011_06_14_Brady30
Brady;GUITAR;crvd-5;5-C-L;crvd-5;5-C-L;N;542;574;ASL_2011_06_14_Brady30
Liz;ns-ARIZONA;A;;A;;N;695;730;ASL_2008_01_1121
Naomi;ns-ARIZONA;A;;A;;N;1047;1075;ASL_2008_08_0414
Brady;ns-ARIZONA;A;;A;;N;250;272;ASL_2011_06_08_Brady13
Liz;ARRIVE;bent-B-L;crvd-B;crvd-B;crvd-B;N;1485;1515;ASL_2008_01_1121
Liz;ARRIVE;B-L;B-L;B-L;B-L;N;460;500;ASL_2008_01_1143
Liz;ARRIVE;B-L;B-L;B-L;B-L;N;1915;1950;ASL_2008_01_1150
Tyler;ARRIVE;bent-B-L;crvd-B;crvd-B;crvd-B;N;2090;2120;ASL_2008_05_12a14
Naomi;ARRIVE;crvd-B;crvd-B;crvd-B;crvd-B;N;1838;1862;ASL_2008_08_0414
Brady;ARRIVE;B-L;B-L;B-L;B-L;N;2629;2649;ASL_2011_06_08_Brady13
Brady;ARRIVE;B-L;B-L;B-L;B-L;N;7068;7089;ASL_2011_06_08_Brady21
Lana;ARRIVE;bent-B-L;B-L;B-L;B-L;N;402;451;ASL_2006_01_2022
Liz;ART/DESIGN;I;B-L;I;B-L;N;355;400;ASL_2008_01_1122
Liz;ART/DESIGN;I;B-L;I;B-L;N;1610;1667;ASL_2008_01_1823
Tyler;ART/DESIGN;I;B-L;I;B-L;N;2320;2365;ASL_2008_05_12a14
Tyler;ART/DESIGN;I;B-L;I;B-L;N;1832;1880;ASL_2008_05_29a3
Tyler;ART/DESIGN;I;B-L;I;B-L;N;2095;2141;ASL_2008_05_29a3
Naomi;ART/DESIGN;I;B-L;I;B-L;N;2127;2153;ASL_2008_08_0414
Naomi;ART/DESIGN;I;B-L;I;B-L;N;1500;1525;ASL_2008_08_0623
Brady;ART/DESIGN;I;B-L;I;B-L;N;250;294;ASL_2011_06_14_Brady7
Liz;ART/DESIGN;I;B-L;I;B-L;N;1825;1866;ASL_2008_01_1823
Naomi;ART/DESIGN;I;B-L;I;B-L;N;1720;1760;ASL_2008_08_0623
Brady;ART/DESIGN;I;B-L;I;B-L;N;2878;2907;ASL_2011_06_08_Brady13
Brady;ART/DESIGN;I;B-L;I;B-L;N;514;545;ASL_2011_06_14_Brady7
Brady;ART/DESIGN;I;B-L;I;B-L;N;844;879;ASL_2011_07_22_Brady42
Liz;ART/DESIGN;D;B-L;D;B-L;N;1302;1336;ASL_2008_01_1815
Tyler;ART/DESIGN;D;B-L;D;B-L;N;1110;1146;ASL_2008_05_12b15
Naomi;ART/DESIGN;D;B-L;D;B-L;N;1381;1411;ASL_2008_08_0615
Tyler;ARTICLE;crvd-L;B-L;crvd-L;B-L;N;2596;2645;ASL_2008_05_12a14
Naomi;ARTICLE;L-X;B-L;L-X;B-L;N;2540;2565;ASL_2008_08_0414
Brady;ARTICLE;L-X;B-L;L-X;B-L;N;3660;3683;ASL_2011_06_08_Brady13
Lana;ARTICLE;crvd-L;B-L;crvd-L;B-L;N;649;669;ASL_2006_10_103
Dana;ARTICLE;crvd-L;B-L;crvd-L;B-L;N;580;640;ASL_2007_05_247
Liz;CHAPTER;C;B-L;C;B-L;N;1145;1170;ASL_2008_01_1170
Naomi;CHAPTER;crvd-B;B-L;crvd-B;B-L;N;3007;3042;ASL_2008_08_0444
Naomi;ns-ASIA;A;;5;;N;1955;1998;ASL_2008_08_0415
Brady;ns-ASIA;A;;5;;N;6313;6346;ASL_2011_06_08_Brady13
Brady;ns-ASIA;A;;5;;N;7486;7519;ASL_2011_06_14_Brady12
Liz;ns-ASIA;A;;5;;N;225;295;ASL_2008_01_1123
Liz;(A)ns-ASIA;A;;A;;N;1590;1650;ASL_2008_01_1122
Liz;SOCIAL/INTERACT;10;10;10;10;N;1075;1125;ASL_2008_01_1123
Naomi;SOCIAL/INTERACT;10;10;10;10;N;2845;2905;ASL_2008_08_0415
Brady;SOCIAL/INTERACT;10;10;10;10;N;8245;8282;ASL_2011_06_08_Brady13
Liz;ns-ATHENS;10;B-L;10;B-L;N;335;370;ASL_2008_01_1124
Brady;ns-ATHENS;10;B-L;10;B-L;N;15974;16004;ASL_2011_06_08_Brady13
Liz;ns-ATLANTA;A;;A;;N;555;595;ASL_2008_01_1124
Tyler;ns-ATLANTA;A;;A;;N;560;592;ASL_2008_05_12a16
Naomi;ns-ATLANTA;A;;A;;N;285;320;ASL_2008_08_0416
Brady;ns-ATLANTA;A;;A;;N;17516;17540;ASL_2011_06_08_Brady13
Lana;ns-ATLANTA;A;;A;;N;1173;1201;ASL_2006_10_103
Dana;ns-ATLANTA;10;;10;;N;1153;1203;ASL_2007_05_247
Liz;GO;1;1;1;1;N;990;1020;ASL_2008_01_1124
Liz;GO;1;1;1;bent-1;N;1195;1221;ASL_2008_01_1124
Tyler;GO;1;1;1;1;N;1020;1051;ASL_2008_05_12a16
Tyler;GO;1;1;1;1;N;2340;2380;ASL_2008_05_12a16
Naomi;GO;1;1;1;1;N;1402;1425;ASL_2008_08_0416
Naomi;GO;1;1;bent-1;bent-1;N;3165;3191;ASL_2008_08_0416
Naomi;GO;1;1;1;1;N;1418;1427;ASL_2008_08_136
Liz;GO;1;;1;;N;1445;1495;ASL_2008_02_017
Brady;GO;1;;1;;N;8773;8800;ASL_2011_06_14_Brady26
Tyler;GO;5;;5;;N;1125;1155;ASL_2008_05_29a38
Liz;PAY-ATTENTION;B-L;B-L;B-L;B-L;N;1451;1481;ASL_2008_01_1124
Tyler;PAY-ATTENTION;flat-B;flat-B;flat-B;flat-B;N;2870;2895;ASL_2008_05_12a16
Naomi;PAY-ATTENTION;B;B;B;B;N;3545;3568;ASL_2008_08_0416
Brady;PAY-ATTENTION;B-L;B-L;B-L;B-L;N;19455;19475;ASL_2011_06_08_Brady13
Liz;ATTITUDE;A;;A;;N;466;502;ASL_2008_01_1125
Liz;ATTITUDE;A;;A;;N;2690;2761;ASL_2010_08_10_Liz_additional_lexicon_signs8
Naomi;ATTITUDE;A;;A;;N;3888;3925;ASL_2008_08_0416
Brady;ATTITUDE;A;;A;;N;19812;19835;ASL_2011_06_08_Brady13
Tyler;ATTITUDE;A;;A;;N;3225;3254;ASL_2008_05_12a16
Liz;YOM-KIPPUR;10;;10;;N;3892;3960;ASL_2008_03_2847
Brady;YOM-KIPPUR;10;;10;;N;641;672;ASL_2011_07_22_Brady36
Tyler;AUDIENCE;crvd-5;crvd-5;crvd-5;crvd-5;N;3617;3656;ASL_2008_05_12a16
Brady;AUDIENCE;crvd-5;crvd-5;crvd-5;crvd-5;N;17;47;ASL_2011_06_08_Brady14
Liz;AUDIOLOGY;A;;A;;N;1230;1285;ASL_2008_01_1125
Naomi;AUDIOLOGY;A;;A;;N;5012;5045;ASL_2008_08_0416
Brady;AUDIOLOGY;A;;A;;N;1156;1192;ASL_2011_06_08_Brady14
Liz;AUNT;A;;A;;N;1481;1531;ASL_2008_01_1125
Naomi;AUNT;A;;A;;N;5410;5428;ASL_2008_08_0416
Brady;AUNT;A;;A;;N;1378;1401;ASL_2011_06_08_Brady14
Dana;AUNT;A;;A;;N;1432;1482;ASL_2007_05_247
Lana;AUNT;A;;A;;N;1445;1465;ASL_2006_10_103
Liz;UNCLE;U/H;;U/H;;N;1130;1170;ASL_2008_03_2827
Brady;UNCLE;U/H;;U/H;;N;2169;2206;ASL_2011_07_22_Brady15
Dana;UNCLE;U/H;;U/H;;N;559;629;ASL_2007_05_2427
Lana;UNCLE;U/H;;U/H;;N;633;658;ASL_2006_10_1025
Liz;ns-AUSTRALIA;B-xd;;B-xd;;N;1810;1835;ASL_2008_01_1125
Naomi;ns-AUSTRALIA;B-xd;;B-xd;;N;312;343;ASL_2008_08_0417
Brady;ns-AUSTRALIA;B-xd;;B-xd;;N;1598;1624;ASL_2011_06_08_Brady14
Liz;ns-nat-AUSTRALIA;cocked-8;cocked-8;5;5;N;611;645;ASL_2008_01_1126
Tyler;ns-nat-AUSTRALIA;8;8;5;5;N;787;820;ASL_2008_05_12a17
Naomi;ns-nat-AUSTRALIA;cocked-8;cocked-8;5;5;N;560;587;ASL_2008_08_0417
Brady;ns-nat-AUSTRALIA;cocked-8;cocked-8;5;5;N;1887;1914;ASL_2011_06_08_Brady14
Liz;ns-nat-AUSTRIA;1;1;X;X;N;916;955;ASL_2008_01_1126
Brady;ns-nat-AUSTRIA;1;1;X;X;N;2163;2191;ASL_2011_06_08_Brady14
Liz;WAKE-UP;flat-G;flat-G;L;L;N;395;420;ASL_2008_01_1127
Tyler;WAKE-UP;flat-G;flat-G;L;L;N;3457;3480;ASL_2008_05_12a17
Naomi;WAKE-UP;baby-O;baby-O;L;L;N;2937;2962;ASL_2008_08_0417
Brady;WAKE-UP;baby-O;baby-O;L;L;N;3651;3674;ASL_2011_06_08_Brady14
Liz;SURPRISE;baby-O;baby-O;L;L;N;805;855;ASL_2008_02_2954
Brady;SURPRISE;baby-O;baby-O;L;L;N;163;183;ASL_2011_07_19_Brady106
Brady;SURPRISE;baby-O;baby-O;L;L;N;935;965;ASL_2011_07_22_Brady41
Liz;ASTONISHED;S;S;C;C;N;2490;2538;ASL_2008_02_2929
Brady;AMAZED;S;S;crvd-sprd-B;crvd-sprd-B;N;4490;4510;ASL_2011_07_19_Brady80
Liz;GO-AWAY;bent-B-L;;5;;N;755;780;ASL_2008_01_1127
Tyler;GO-AWAY;bent-B-L;;5;;N;3686;3710;ASL_2008_05_12a17
Tyler;GO-AWAY;bent-B-L;;5;;N;1515;1541;ASL_2008_05_29a38
Naomi;GO-AWAY;crvd-B;;5;;N;3153;3175;ASL_2008_08_0417
Naomi;GO-AWAY;crvd-B;;B-L;;N;2580;2608;ASL_2008_08_136
Brady;GO-AWAY;bent-B-L;;B-L;;N;3878;3901;ASL_2011_06_08_Brady14
Liz;GO-AWAY;bent-B-L;;B-L;;N;1840;1865;ASL_2008_02_017
Brady;GO-AWAY;B-L;;B-L;;N;259;287;ASL_2011_06_14_Brady27
Liz;AWKWARD;3;3;3;3;N;1115;1180;ASL_2008_01_1127
Tyler;AWKWARD;3;3;3;3;N;310;352;ASL_2008_05_12a18
Naomi;AWKWARD;3;3;3;3;N;243;283;ASL_2008_08_0418
Brady;AWKWARD;3;3;3;3;N;4316;4356;ASL_2011_06_08_Brady14
Lana;AWKWARD;3;3;3;3;N;1026;1089;ASL_2006_10_103
Dana;AWKWARD;3;3;3;3;N;1006;1069;ASL_2007_05_247
Liz;B;B-xd;;B-xd;;N;1415;1435;ASL_2008_01_1127
Tyler;B;B-xd;;B-xd;;N;562;595;ASL_2008_05_12a18
Naomi;B;B-xd;;B-xd;;N;521;557;ASL_2008_08_0418
Brady;B;B-xd;;B-xd;;N;4622;4638;ASL_2011_06_08_Brady14
Liz;BABY;B-L;flat-B;B-L;flat-B;N;1605;1670;ASL_2008_01_1127
Tyler;BABY;B-L;B-L;B-L;B-L;N;806;850;ASL_2008_05_12a18
Naomi;BABY;B-L;B-L;B-L;B-L;N;697;751;ASL_2008_08_0418
Brady;BABY;B-L;B-L;B-L;B-L;N;5120;5165;ASL_2011_06_08_Brady14
Liz;KEEP-IN-MIND;X;;X;;N;550;580;ASL_2008_01_1128
Tyler;KEEP-IN-MIND;X;;X;;N;1225;1265;ASL_2008_05_12a18
Naomi;KEEP-IN-MIND;X;;X;;N;1365;1417;ASL_2008_08_0418
Brady;KEEP-IN-MIND;X;;X;;N;2019;2044;ASL_2011_06_08_Brady15
Liz;PAST;B-L;;bent-B-L;;N;1320;1350;ASL_2008_01_1128
Tyler;PAST;B-L;;bent-B-L;;N;4165;4211;ASL_2008_05_12a18
Tyler;PAST;B-L;;bent-B-L;;N;466;485;ASL_2008_05_12a24
Tyler;PAST;B-L;;bent-B-L;;N;710;742;ASL_2008_05_12a24
Naomi;PAST;B-L;;bent-B-L;;N;3418;3447;ASL_2008_08_0418
Brady;PAST;B-L;;B-L;;N;485;510;ASL_2011_06_08_Brady15
Liz;PAST;B-L;;bent-B-L;;N;1075;1096;ASL_2008_01_1137
Liz;PAST;B-L;;bent-B-L;;N;1185;1230;ASL_2008_02_1532
Naomi;PAST;B-L;;bent-B-L;;N;435;452;ASL_2008_08_0425
Brady;PAST;B-L;;B-L;;N;5538;5556;ASL_2011_06_08_Brady18
Brady;PAST;B-L;;B-L;;N;721;741;ASL_2011_07_19_Brady27
Lana;PAST;B-L;;bent-B-L;;N;2428;2449;ASL_2006_01_2022
Liz;BACKGROUND;B;B-L;G/Q;B-L;N;1755;1800;ASL_2008_01_1128
Tyler;BACKGROUND;B;B-L;G/Q;B-L;N;4420;4455;ASL_2008_05_12a18
Naomi;BACKGROUND;B;B-L;G/Q;B-L;N;3667;3685;ASL_2008_08_0418
Brady;BACKGROUND;B;B-L;G/Q;B-L;N;2796;2815;ASL_2011_06_08_Brady15
Liz;BACKPACK;A;A;A;A;N;2880;2935;ASL_2010_08_10_Liz_additional_lexicon_signs8
Tyler;BACKPACK;10;10;10;10;N;455;510;ASL_2008_05_12a19
Naomi;BACKPACK;crvd-B;crvd-B;crvd-B;crvd-B;N;265;287;ASL_2008_08_0419
